pdf_file;canonical;kind;page;in_bib;pattern;context;weight
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/speck-dieter__6.pdf;Peter Niederhäuser: Der Fürst in der Ostschweiz. Eine Teiledition des Rechnungsbuchs von Herzog Albrecht VI. von Österreich;work;14;0;(?i)Niederh[aä]user.*Teiledition;d. 1, 114. Siehe auch den folgenden Beitrag von Peter Niederhauser mit der Teiledition eines Rech- nungsbuches. Zu den Beziigen zur Grafsch;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/speck-dieter__6.pdf;Peter Niederhäuser: Der Fürst in der Ostschweiz. Eine Teiledition des Rechnungsbuchs von Herzog Albrecht VI. von Österreich;work;14;0;(?i)Niederh[aä]user.*Teiledition;d. 1, 114. Siehe auch den folgenden Beitrag von Peter Niederhauser mit der Teiledition eines Rech- nungsbuches. Zu den Beziigen zur Grafsch;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/niederhauser-peter__4.pdf;"Peter Niederhäuser: ""Guot Sorg hat man zuo Winterthur"" – Winterthur und der Alte Zürichkrieg";work;2;0;(?i)Guot Sorg.*Winterthur;«Guot Sorg hat man zuo Winterthur» Winterthur und der Alte Ziirichkrieg' Peter Niederhduser «Und in disen oberzelten kriegen [dem Alten Z;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/niederhauser-peter__4.pdf;"Peter Niederhäuser: ""Guot Sorg hat man zuo Winterthur"" – Winterthur und der Alte Zürichkrieg";work;2;0;(?i)Guot Sorg.*Winterthur;stanzierte Haltung auf und berichtet unter dem Titel «Guot Sorg hat man zuo Winterthur» iiber den Krieg? Die Schilderung der Ereignisse mit;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/niederhauser-peter__4.pdf;"Peter Niederhäuser: ""Guot Sorg hat man zuo Winterthur"" – Winterthur und der Alte Zürichkrieg";work;2;0;(?i)Guot Sorg.*Winterthur;«Guot Sorg hat man zuo Winterthur» Winterthur und der Alte Ziirichkrieg' Peter Niederhduser «Und in disen oberzelten kriegen [dem Alten Z;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/niederhauser-peter__4.pdf;"Peter Niederhäuser: ""Guot Sorg hat man zuo Winterthur"" – Winterthur und der Alte Zürichkrieg";work;2;0;(?i)Guot Sorg.*Winterthur;stanzierte Haltung auf und berichtet unter dem Titel «Guot Sorg hat man zuo Winterthur» iiber den Krieg? Die Schilderung der Ereignisse mit;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/niederhauser-peter__7.pdf;Peter Niederhäuser: Der Fürst in der Ostschweiz. Eine Teiledition des Rechnungsbuchs von Herzog Albrecht VI. von Österreich;work;2;0;(?i)Rechnungsbuch.*Albrecht VI;Der Fiirst in der Ostschweiz Eine Teiledition des Rechnungsbuchs von Herzog Albrecht VI. von Osterreich Peter Niederhduser Im Tiroler Lan;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/niederhauser-peter__7.pdf;Peter Niederhäuser: Der Fürst in der Ostschweiz. Eine Teiledition des Rechnungsbuchs von Herzog Albrecht VI. von Österreich;work;2;0;(?i)Rechnungsbuch.*Albrecht VI;Der Fiirst in der Ostschweiz Eine Teiledition des Rechnungsbuchs von Herzog Albrecht VI. von Osterreich Peter Niederhduser Im Tiroler Lan;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/niederhauser-peter__7.pdf;"Peter Niederhäuser: ""Guot Sorg hat man zuo Winterthur"" – Winterthur und der Alte Zürichkrieg";work;6;0;(?i)Niederh[aä]user.*Winterthur;uch von 1443-1445 belegt. 11 Vgl.den Beitrag von Peter Niederhauser tiber Winterthur in diesem Band. Zu beachten ist allerdings, dass der K;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/niederhauser-peter__7.pdf;"Peter Niederhäuser: ""Guot Sorg hat man zuo Winterthur"" – Winterthur und der Alte Zürichkrieg";work;6;0;(?i)Niederh[aä]user.*Winterthur;uch von 1443-1445 belegt. 11 Vgl.den Beitrag von Peter Niederhauser tiber Winterthur in diesem Band. Zu beachten ist allerdings, dass der K;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/sieber-christian__11.pdf;"Peter Niederhäuser: ""Guot Sorg hat man zuo Winterthur"" – Winterthur und der Alte Zürichkrieg";work;20;0;(?i)Niederh[aä]user.*Winterthur;n Schlacht am Stoss. Vgl. Peter Niederhauser: «Durch der herschafft willen lip und guot gewaget». Winterthur im Appenzellerkrieg, in: SVGB 1;1.0
/Users/programming/PycharmProjects/Find_Bibliography_NEw/data/test/sieber-christian__11.pdf;"Peter Niederhäuser: ""Guot Sorg hat man zuo Winterthur"" – Winterthur und der Alte Zürichkrieg";work;20;0;(?i)Niederh[aä]user.*Winterthur;n Schlacht am Stoss. Vgl. Peter Niederhauser: «Durch der herschafft willen lip und guot gewaget». Winterthur im Appenzellerkrieg, in: SVGB 1;1.0
